Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
ESSENE-LOMBEEK,155,82.39,1.06,31,2.0,0.0,1.29,0.0,160.0,ESSENE-LOMBEEK,327,67,56,327,53.88,0.0754226267880364,-1.146884191915905,340.0
ETTERBEEK,603,770.285,2.55,123,48.0,6.0,7.96,1.99,161.0,ETTERBEEK,7924,819,693,7924,12207.48,0.25942782834850453,6.341447694910876,16.0
EUPEN,35,5.89,0.34,7,0.0,0.0,0.0,0.0,162.0,EUPEN,560,582,420,560,6.6,0.02340702210663199,-2.7331275350124624,546.0
EVERE,330,450.165,2.73,68,22.0,3.0,6.67,1.82,163.0,EVERE,690,48,31,690,621.23,0.1397919375812744,2.291953271382883,49.0
EVERGEM,83,52.165,1.26,18,3.0,0.0,3.61,0.0,164.0,EVERGEM,351,52,76,351,36.62,0.024057217165149546,-1.731706476820033,436.0
EZEMAAL,128,121.275,1.89,27,6.0,0.0,4.69,0.0,165.0,EZEMAAL,233,114,81,233,56.51,0.04746423927178153,-0.8921560442785264,304.0
FAMILLEUREUX,89,67.365,1.51,18,2.0,0.0,2.25,0.0,0.0,FAMILLEUREUX,65,19,16,65,8.76,0.015604681404421327,-1.9972255618526935,482.0
FARCIENNES,125,156.06,2.5,28,10.0,0.0,8.0,0.8,167.0,FARCIENNES,165,25,25,165,51.5,0.06306892067620286,-0.0704389048399499,191.0
FAUX,87,62.14,1.43,20,2.0,0.0,2.3,0.0,168.0,FAUX,153,23,20,153,19.01,0.04681404421326398,-1.6734877449463585,420.0
FEXHE-LE-HAUT-CLOCHER,90,25.435,0.57,18,0.0,0.0,0.0,0.0,0.0,FEXHE-LE-HAUT-CLOCHER,153,46,38,153,7.78,0.02860858257477243,-2.3499627450923555,520.0
FLAWINNE,114,119.05,2.09,26,6.0,1.0,5.26,1.75,170.0,FLAWINNE,70,8,4,70,16.67,0.04811443433029909,-0.8622795798977985,300.0
FLEMALLE-GRANDE,90,50.91,1.13,18,2.0,0.0,2.22,0.0,171.0,FLEMALLE-GRANDE,91,29,22,91,9.27,0.05006501950585176,-1.6645082394298443,418.0
FLEMALLE-HAUTE,295,262.165,1.78,60,15.0,0.0,5.08,0.34,172.0,FLEMALLE-HAUTE,1198,354,294,1198,628.15,0.13394018205461639,1.3181505813315086,77.0
FLEURUS,156,91.49,1.17,35,2.0,1.0,1.28,1.28,173.0,FLEURUS,420,168,139,420,76.85,0.06371911573472042,-1.2474565594765272,354.0
FLOREFFE,120,169.485,2.82,28,10.0,1.0,8.33,1.67,174.0,FLOREFFE,169,35,31,169,57.29,0.04161248374512354,-0.2370353940055661,222.0
FLORENVILLE,84,70.035,1.67,17,3.0,0.0,3.57,0.0,175.0,FLORENVILLE,160,57,146,160,22.41,0.024057217165149546,-1.691207972905488,423.0
FLORIVAL,140,93.89,1.34,28,2.0,0.0,1.43,0.71,176.0,FLORIVAL,93,9,10,93,17.46,0.06566970091027308,-1.2774391369522937,359.0
FONTAINE-VALMONT,97,62.625,1.29,20,0.0,0.0,0.0,0.0,177.0,FONTAINE-VALMONT,78,27,26,78,9.77,0.027308192457737322,-2.2389783452969607,506.0
FORCHIES,76,54.4,1.43,16,2.0,0.0,2.63,1.32,178.0,FORCHIES,134,32,24,134,14.58,0.026657997399219768,-1.9077430317222537,467.0
FORRIERES,48,41.215,1.72,11,2.0,0.0,4.17,0.0,181.0,FORRIERES,37,43,13,37,3.05,0.013654096228868661,-1.9507126340007137,477.0
FRAIPONT,140,142.285,2.03,30,9.0,0.0,6.43,0.71,182.0,FRAIPONT,90,44,35,90,25.61,0.07932379713914174,-0.12976856626352676,204.0
FRAMERIES,90,115.4,2.56,21,6.0,2.0,6.67,3.33,0.0,FRAMERIES,238,71,59,238,54.93,0.02990897269180754,-0.9395834738518061,310.0
FRANCHIMONT,69,51.41,1.49,14,0.0,0.0,0.0,0.0,184.0,FRANCHIMONT,303,20,18,303,31.15,0.018205461638491547,-2.506142255708636,533.0
FRANIERE,121,169.84,2.81,27,10.0,1.0,8.26,1.65,185.0,FRANIERE,138,31,23,138,46.88,0.05786736020806242,-0.06811385338847396,190.0
FROYENNES,229,396.51,3.46,49,24.0,5.0,10.48,4.37,186.0,FROYENNES,863,46,36,863,684.38,0.04681404421326398,1.319359627655786,76.0
GALMAARDEN,141,264.2,3.75,29,16.0,4.0,11.35,5.67,187.0,GALMAARDEN,354,44,52,354,187.05,0.046163849154746424,0.6844107222676357,116.0
GASTUCHE,140,78.45,1.12,28,2.0,0.0,1.43,0.71,188.0,GASTUCHE,227,20,22,227,35.62,0.05266579973992198,-1.4544970450177046,387.0
GAVERE-ASPER,140,82.815,1.18,28,2.0,0.0,1.43,0.71,189.0,GAVERE-ASPER,508,109,84,508,84.14,0.06436931079323797,-1.3159713823870125,367.0
GEDINNE,70,33.785,0.97,14,0.0,0.0,0.0,0.0,190.0,GEDINNE,108,47,112,108,7.3,0.03576072821846554,-2.354420159884402,521.0
GEEL,153,174.885,2.29,31,11.0,2.0,7.19,2.61,191.0,GEEL,1686,615,635,1686,589.71,0.06957087126137841,0.061623241376870266,176.0
GEMBLOUX,351,500.635,2.85,72,28.0,6.0,7.98,3.13,192.0,GEMBLOUX,6738,1591,1736,6738,6746.56,0.13263979193758127,2.8698333348820437,34.0
GENDRON-CELLES,75,29.1,0.78,15,0.0,0.0,0.0,0.0,193.0,GENDRON-CELLES,25,19,18,25,1.46,0.025357607282184655,-2.452847192539135,529.0
GENK,55,13.05,0.47,11,0.0,0.0,0.0,0.0,194.0,GENK,888,715,1422,888,23.18,0.03185955786736021,-2.5222413835256803,535.0
GENLY,87,102.015,2.35,20,4.0,2.0,4.6,3.45,0.0,GENLY,150,45,37,150,30.6,0.029258777633289986,-1.3606136011370091,375.0
GENT-DAMPOORT,375,429.765,2.29,75,22.0,3.0,5.87,1.6,196.0,GENT-DAMPOORT,6312,2174,1811,6312,5425.35,0.1755526657997399,2.8704895246140816,33.0
GENT-SINT-PIETERS,982,741.975,1.51,202,37.0,7.0,3.77,1.43,197.0,GENT-SINT-PIETERS,55325,25486,20416,55325,82099.53,0.47724317295188556,12.047476132626993,5.0
GENTBRUGGE,170,179.725,2.11,34,8.0,1.0,4.71,1.18,198.0,GENTBRUGGE,460,166,69,460,165.35,0.06566970091027308,-0.3341814794606711,232.0
GENVAL,134,286.79,4.28,27,18.0,4.0,13.43,5.22,199.0,GENVAL,1493,378,391,1493,856.35,0.056566970091027305,1.2044195288188146,84.0
GERAARDSBERGEN,262,268.385,2.05,54,14.0,2.0,5.34,1.91,200.0,GERAARDSBERGEN,2656,857,711,2656,1425.66,0.13003901170351106,1.1943625814441448,86.0
GHLIN,98,130.165,2.66,20,7.0,2.0,7.14,3.06,0.0,GHLIN,79,23,19,79,20.57,0.018205461638491547,-0.9079227370640887,306.0
GLONS,69,27.34,0.79,14,0.0,0.0,0.0,0.0,203.0,GLONS,113,34,29,113,6.18,0.029258777633289986,-2.4453017745163854,527.0
GODARVILLE,79,44.075,1.12,16,1.0,0.0,1.27,0.0,204.0,GODARVILLE,110,25,20,110,9.7,0.022756827048114433,-2.1999290113966197,504.0
GODINNE,144,109.94,1.53,29,2.0,1.0,1.39,1.39,205.0,GODINNE,367,135,136,367,80.7,0.06046814044213264,-1.2797881572209209,361.0
GONTRODE,104,96.875,1.86,22,4.0,1.0,3.85,1.92,206.0,GONTRODE,152,49,25,152,29.45,0.03576072821846554,-1.3487310093375124,373.0
GOUVY,75,68.99,1.84,15,5.0,1.0,6.67,2.67,207.0,GOUVY,198,106,120,198,27.32,0.02340702210663199,-1.1985832995127386,345.0
GOUY-LEZ-PIETON,79,41.85,1.06,16,2.0,0.0,2.53,0.0,208.0,GOUY-LEZ-PIETON,109,15,13,109,9.12,0.0247074122236671,-1.9615502579165656,479.0
GRAIDE,69,5.81,0.17,14,0.0,0.0,0.0,0.0,209.0,GRAIDE,73,56,80,73,0.85,0.025357607282184655,-2.539358754868934,537.0
GROENENDAAL,202,356.785,3.53,41,25.0,3.0,12.38,2.97,210.0,GROENENDAAL,696,178,181,696,496.64,0.10793237971391417,2.07681816641557,54.0
GROOT-BIJGAARDEN,155,98.81,1.27,31,3.0,0.0,1.94,0.0,211.0,GROOT-BIJGAARDEN,514,101,72,514,101.58,0.07672301690507152,-0.9769950308640196,322.0
GRUPONT,52,49.875,1.92,11,3.0,0.0,5.77,0.0,212.0,GRUPONT,41,31,22,41,4.09,0.01235370611183355,-1.6408249580046315,415.0
HAACHT,188,186.465,1.98,39,11.0,2.0,5.85,2.13,213.0,HAACHT,685,166,182,685,255.46,0.08647594278283485,0.2028354630533708,159.0
HAALTERT,137,222.29,3.25,28,10.0,4.0,7.3,6.57,214.0,HAALTERT,457,122,130,457,203.17,0.05916775032509753,-0.0112698786239461,185.0
HABAY,80,43.2,1.08,18,2.0,0.0,2.5,0.0,215.0,HABAY,46,23,30,46,3.97,0.018205461638491547,-2.0289552020595547,489.0
HAININ,88,141.125,3.21,18,8.0,1.0,9.09,2.27,216.0,HAININ,100,39,32,100,28.22,0.04031209362808843,-0.348728858671434,235.0
HALANZY,85,59.11,1.39,17,4.0,0.0,4.71,0.0,0.0,HALANZY,85,25,21,85,10.05,0.027308192457737322,-1.4761672814977045,393.0
HALLE,668,974.74,2.92,136,56.0,9.0,8.38,2.69,218.0,HALLE,9424,2018,1607,9424,18371.9,0.3088426527958388,7.968564351099879,12.0
HAM-SUR-HEURE,93,38.19,0.82,20,2.0,0.0,2.15,0.0,219.0,HAM-SUR-HEURE,67,13,32,67,5.12,0.026657997399219768,-1.9452795006174988,475.0
HAMBOS,70,92.535,2.64,17,4.0,1.0,5.71,2.86,0.0,HAMBOS,49,14,12,49,9.07,0.018205461638491547,-1.393916404836622,378.0
HAMOIR,84,61.235,1.46,17,2.0,0.0,2.38,0.0,221.0,HAMOIR,208,65,56,208,25.47,0.05006501950585176,-1.6414525323716411,416.0
HAMONT,35,10.31,0.59,7,0.0,0.0,0.0,0.0,222.0,HAMONT,171,45,121,171,3.53,0.022756827048114433,-2.729634229588311,545.0
HANSBEKE,94,38.085,0.81,19,0.0,0.0,0.0,0.0,223.0,HANSBEKE,246,62,62,246,18.74,0.053966189856957086,-2.0248000014587406,488.0
HARCHIES,40,86.17,2.15,8,5.0,1.0,12.5,2.5,0.0,HARCHIES,46,13,11,46,3.96,0.010403120936280884,-0.4465054367032711,247.0
HARELBEKE,106,146.135,2.76,22,9.0,2.0,8.49,2.83,225.0,HARELBEKE,1076,402,436,1076,314.48,0.0247074122236671,-0.510615672976183,259.0
HAREN,198,208.4,2.11,41,10.0,0.0,5.05,0.51,226.0,HAREN,276,25,12,276,115.04,0.07867360208062418,0.07625108198909594,173.0
HAREN-ZUID,139,256.385,3.69,28,18.0,2.0,12.95,3.6,0.0,HAREN-ZUID,1000,300,250,1000,512.77,0.06957087126137841,1.2015786414623584,85.0
HASSELT,393,345.11,1.76,80,20.0,1.0,5.09,0.51,228.0,HASSELT,7279,2839,2777,7279,5024.11,0.18985695708712613,2.7626894907776878,37.0
HAUTE-FLONE,90,45.54,1.01,18,2.0,0.0,2.22,0.0,229.0,HAUTE-FLONE,99,26,13,99,9.02,0.053966189856957086,-1.6352536022668458,413.0
HAVERSIN,55,41.46,1.51,11,3.0,0.0,5.45,0.0,230.0,HAVERSIN,90,28,18,90,7.46,0.010403120936280884,-1.7232937216999518,433.0
HAVRE,80,55.65,1.39,16,2.0,0.0,2.5,0.0,231.0,HAVRE,90,8,24,90,10.02,0.027958387516254877,-1.8934437562025688,465.0
HEIDE,199,273.46,2.75,42,16.0,2.0,8.04,1.51,232.0,HEIDE,1149,348,332,1149,628.41,0.09622886866059818,0.972142325906191,97.0
HEIST,97,62.0,1.28,20,4.0,0.0,4.12,0.0,233.0,HEIST,414,208,258,414,51.34,0.04291287386215865,-1.3424333506407915,372.0
HEIST-OP-DEN-BERG,213,280.025,2.63,44,16.0,2.0,7.51,1.88,234.0,HEIST-OP-DEN-BERG,1744,896,762,1744,976.73,0.08062418725617686,0.8079821217407996,111.0
HEIZIJDE,140,224.675,3.21,28,14.0,2.0,10.0,2.86,235.0,HEIZIJDE,276,42,30,276,124.02,0.06176853055916775,0.5124426821261133,137.0
HEMIKSEM,122,136.75,2.24,27,7.0,2.0,5.74,2.46,236.0,HEMIKSEM,262,42,68,262,71.66,0.08322496749024708,-0.3129870771223875,228.0
HENNUYERES,131,204.71,3.13,27,12.0,3.0,9.16,4.58,237.0,HENNUYERES,438,125,88,438,179.33,0.05266579973992198,0.17361205296688403,162.0
HERENT,134,196.34,2.93,27,14.0,2.0,10.45,3.73,238.0,HERENT,605,127,112,605,237.57,0.06892067620286085,0.5742768504618546,131.0
HERENTALS,308,376.41,2.44,63,20.0,4.0,6.49,2.6,239.0,HERENTALS,3881,1161,1115,3881,2921.69,0.1033810143042913,1.6508883773504484,67.0
HERGENRATH,68,93.06,2.74,14,6.0,0.0,8.82,1.47,240.0,HERGENRATH,43,24,15,43,8.0,0.02340702210663199,-0.797068004188773,288.0
HERNE,142,262.76,3.7,29,15.0,4.0,10.56,5.63,241.0,HERNE,326,65,63,326,171.32,0.046163849154746424,0.5459343825580517,134.0
HERSEAUX,136,237.685,3.5,29,15.0,4.0,11.03,5.15,242.0,HERSEAUX,576,215,165,576,273.81,0.05851755526657997,0.6749994709756598,117.0
HERSTAL,314,299.85,1.91,65,11.0,0.0,3.5,0.0,243.0,HERSTAL,328,282,202,328,196.7,0.14044213263979194,1.28268538951943,79.0
HERZELE,137,200.315,2.92,28,10.0,4.0,7.3,5.84,244.0,HERZELE,459,125,133,459,183.89,0.06241872561768531,-0.029541623298235856,187.0
HEUSDEN,69,78.65,2.28,14,6.0,0.0,8.7,1.45,245.0,HEUSDEN,148,64,55,148,23.28,0.03185955786736021,-0.7559602091326991,285.0
HEVER,113,143.35,2.54,24,8.0,2.0,7.08,2.65,0.0,HEVER,109,32,27,109,31.25,0.04096228868660598,-0.5642046001665262,267.0
HEVERLEE,204,89.45,0.88,42,2.0,0.0,0.98,0.49,247.0,HEVERLEE,533,37,43,533,95.35,0.07152145643693109,-0.9761304875011388,321.0
HILLEGEM,131,191.865,2.93,27,8.0,2.0,6.11,3.82,0.0,HILLEGEM,120,36,30,120,46.05,0.054616384915474644,-0.37940033168789083,239.0
HOBOKEN-POLDER,129,137.435,2.13,27,8.0,2.0,6.2,2.33,249.0,HOBOKEN-POLDER,344,102,89,344,94.56,0.0799739921976593,-0.2288271216827896,220.0
HOEILAART,132,232.31,3.52,27,18.0,2.0,13.64,2.27,250.0,HOEILAART,234,116,113,234,108.72,0.0741222366710013,1.266335850801475,82.0
HOLLEKEN,70,108.79,3.11,14,5.0,0.0,7.14,1.43,252.0,HOLLEKEN,170,165,86,170,36.99,0.03185955786736021,-0.9536998633147946,317.0
HONY,84,66.225,1.58,17,2.0,0.0,2.38,0.0,253.0,HONY,36,19,18,36,4.77,0.036410923276983094,-1.7776974671319228,445.0
HOURAING,93,150.885,3.24,19,10.0,1.0,10.75,2.15,254.0,HOURAING,144,32,25,144,43.45,0.04811443433029909,0.07832877129626858,172.0
HOURPES,98,57.76,1.18,20,2.0,0.0,2.04,0.0,0.0,HOURPES,48,14,12,48,5.54,0.0247074122236671,-1.9133213307619805,470.0
HOUYET,75,44.975,1.2,15,1.0,0.0,1.33,0.0,256.0,HOUYET,91,48,40,91,8.19,0.029258777633289986,-2.137300107286614,503.0
HOVE,133,106.05,1.59,27,6.0,0.0,4.51,0.0,257.0,HOVE,523,112,150,523,110.93,0.07737321196358908,-0.610100371865645,271.0
HUIZINGEN,196,207.515,2.12,40,10.0,2.0,5.1,1.53,0.0,HUIZINGEN,209,62,52,209,86.74,0.08062418725617686,0.09295883128830762,170.0
HUY,237,264.915,2.24,48,14.0,2.0,5.91,2.11,259.0,HUY,2058,719,592,2058,1090.39,0.09947984395318596,0.8185184719412493,109.0
IDDERGEM,155,220.775,2.85,31,12.0,2.0,7.74,2.58,260.0,IDDERGEM,177,44,45,177,78.15,0.03966189856957087,-0.06034169300387675,189.0
IDEGEM,155,208.69,2.69,31,11.0,2.0,7.1,2.58,261.0,IDEGEM,199,43,34,199,83.06,0.04161248374512354,-0.18123365706135003,211.0
IEPER,97,142.965,2.95,20,7.0,2.0,7.22,3.09,262.0,IEPER,1190,613,718,1190,340.26,0.04031209362808843,-0.6189932605424858,274.0
INGELMUNSTER,135,352.84,5.23,29,9.0,2.0,6.67,3.7,263.0,INGELMUNSTER,782,200,186,782,551.84,0.06957087126137841,0.3044177901997652,155.0
IZEGEM,170,428.14,5.04,36,11.0,4.0,6.47,4.12,264.0,IZEGEM,1343,368,397,1343,1149.98,0.06241872561768531,0.5699226090772842,132.0
JAMBES,190,117.835,1.24,40,4.0,2.0,2.11,2.11,265.0,JAMBES,1118,429,300,1118,263.48,0.09102730819245773,-0.5633274731278178,266.0
JAMBES-EST,103,79.41,1.54,21,2.0,0.0,1.94,0.0,266.0,JAMBES-EST,129,44,23,129,20.49,0.01950585175552666,-1.9092713924367792,468.0
JAMIOULX,50,17.59,0.7,11,0.0,0.0,0.0,0.0,267.0,JAMIOULX,35,11,14,35,1.23,0.010403120936280884,-2.7693845829132595,549.0
JEMAPPES,206,244.29,2.37,42,13.0,2.0,6.31,1.46,268.0,JEMAPPES,526,210,159,526,256.99,0.0929778933680104,0.5849851016150305,128.0
JEMEPPE-SUR-MEUSE,90,57.885,1.29,18,3.0,0.0,3.33,0.0,269.0,JEMEPPE-SUR-MEUSE,132,27,22,132,15.28,0.033810143042912875,-1.627087096147288,411.0
JEMEPPE-SUR-SAMBRE,152,173.36,2.28,34,10.0,1.0,6.58,1.32,270.0,JEMEPPE-SUR-SAMBRE,343,200,157,343,118.92,0.06306892067620286,-0.1402283407547657,205.0
JETTE,364,454.01,2.49,73,30.0,4.0,8.24,1.92,271.0,JETTE,3484,726,585,3484,3163.54,0.17620286085825748,3.2263809783535424,28.0
JURBISE,338,483.8,2.86,69,26.0,4.0,7.69,2.37,272.0,JURBISE,1596,1931,1726,1596,1544.29,0.1176853055916775,2.3842687930056887,45.0
JUSLENVILLE,69,50.935,1.48,14,1.0,0.0,1.45,0.0,273.0,JUSLENVILLE,119,37,35,119,12.12,0.015604681404421327,-2.279763147450843,512.0
KALMTHOUT,198,242.71,2.45,42,14.0,2.0,7.07,2.02,274.0,KALMTHOUT,1016,258,287,1016,493.19,0.07802340702210664,0.5206859060072043,136.0
KAPELLE-OP-DEN-BOS,98,120.235,2.45,20,6.0,0.0,6.12,0.0,275.0,KAPELLE-OP-DEN-BOS,452,144,140,452,108.69,0.03576072821846554,-0.9194791348654888,308.0
KAPELLEN,201,353.375,3.52,42,20.0,2.0,9.95,2.49,276.0,KAPELLEN,1412,390,437,1412,997.93,0.09427828348504551,1.5025495463247938,72.0
KAPELLEN-WIJKSPOOR,1,-0.8,-0.8,1,0.0,0.0,0.0,0.0,0.0,KAPELLEN-WIJKSPOOR,1000,300,250,1000,-0.8,0.0006501950585175553,-3.168451929792193,556.0
KESSEL,139,128.26,1.85,28,4.0,1.0,2.88,1.44,277.0,KESSEL,443,146,141,443,113.64,0.05071521456436931,-1.1022785618605107,332.0
KIEWIT,99,117.2,2.37,20,8.0,0.0,8.08,1.01,278.0,KIEWIT,670,107,219,670,157.05,0.05006501950585176,-0.41917586225869075,242.0
KIJKUIT,136,216.6,3.19,28,12.0,1.0,8.82,1.47,279.0,KIJKUIT,207,88,78,207,89.67,0.08452535760728218,0.5090162114665643,139.0
KNOKKE,49,24.025,0.98,10,0.0,0.0,0.0,0.0,280.0,KNOKKE,786,778,971,786,37.77,0.027958387516254877,-2.56811335326297,538.0
KOKSIJDE,85,77.31,1.82,17,2.0,0.0,2.35,1.18,281.0,KOKSIJDE,296,114,313,296,45.77,0.044213263979193757,-1.665642632343969,419.0
KOMEN,104,178.14,3.43,21,8.0,2.0,7.69,3.85,0.0,KOMEN,1000,300,250,1000,356.28,0.035110533159947985,-0.4715091818620765,254.0
KONTICH-LINT,133,93.36,1.4,27,6.0,0.0,4.51,0.0,282.0,KONTICH-LINT,979,275,339,979,182.8,0.08257477243172952,-0.5820743950887837,268.0
KORTEMARK,90,89.3,1.98,18,6.0,0.0,6.67,1.11,283.0,KORTEMARK,524,178,373,524,93.59,0.04291287386215865,-0.8605068184530095,297.0
KORTENBERG,134,213.19,3.18,27,14.0,2.0,10.45,3.73,284.0,KORTENBERG,751,170,122,751,320.21,0.0741222366710013,0.673613155735847,119.0
KORTRIJK,412,486.51,2.36,87,22.0,6.0,5.34,3.16,285.0,KORTRIJK,8581,4058,4081,8581,8349.48,0.19635890767230169,3.419707656157605,26.0
KWATRECHT,91,47.125,1.04,20,1.0,0.0,1.1,1.1,286.0,KWATRECHT,84,43,54,84,7.92,0.05266579973992198,-1.8383660972265037,457.0
LA HULPE,139,287.7,4.14,28,18.0,3.0,12.95,4.32,287.0,LA HULPE,1305,331,321,1305,750.9,0.07737321196358908,1.3687382394843806,74.0
LA LOUVIERE-CENTRE,213,165.175,1.55,43,6.0,1.0,2.82,0.94,288.0,LA LOUVIERE-CENTRE,1330,935,704,1330,439.37,0.05981794538361508,-0.5387513801310059,263.0
LA LOUVIERE-SUD,357,330.035,1.85,73,17.0,5.0,4.76,2.8,289.0,LA LOUVIERE-SUD,3124,1148,1293,3124,2062.06,0.12288686605981794,1.666549494459434,66.0
LA ROCHE(BRABANT),88,30.4,0.69,20,0.0,0.0,0.0,0.0,0.0,LA ROCHE(BRABANT),1000,300,250,1000,60.8,0.053315994798439535,-2.0794873725615775,498.0
LABUISSIERE,96,58.71,1.22,20,0.0,0.0,0.0,0.0,291.0,LABUISSIERE,70,20,15,70,8.22,0.027308192457737322,-2.253523254667182,508.0
LANDEGEM,111,45.09,0.81,23,1.0,0.0,0.9,0.0,292.0,LANDEGEM,654,108,101,654,58.98,0.04746423927178153,-1.8313841866403566,455.0
LANDELIES,96,72.66,1.51,20,1.0,0.0,1.04,0.0,293.0,LANDELIES,59,12,9,59,8.57,0.03446033810143043,-1.9589155817661874,478.0
LANDEN,335,374.31,2.23,68,22.0,0.0,6.57,0.3,294.0,LANDEN,3448,1353,1305,3448,2581.24,0.1729518855656697,2.5384590007201515,43.0
LANDSKOUTER,99,97.585,1.97,22,4.0,1.0,4.04,2.02,0.0,LANDSKOUTER,74,22,18,74,14.44,0.04161248374512354,-1.2761339040080741,358.0
LANGDORP,95,129.25,2.72,19,10.0,0.0,10.53,1.05,296.0,LANGDORP,220,72,98,220,56.87,0.04096228868660598,-0.07921521586108835,194.0
LE CAMPINAIRE,124,154.4,2.49,28,9.0,0.0,7.26,0.81,0.0,LE CAMPINAIRE,110,33,27,110,33.97,0.053966189856957086,-0.309227000069609,227.0
LEBBEKE,140,223.34,3.19,28,15.0,2.0,10.71,2.86,298.0,LEBBEKE,401,68,54,401,179.12,0.05006501950585176,0.509971809046778,138.0
LEDE,157,183.725,2.34,32,9.0,2.0,5.73,1.91,299.0,LEDE,1435,445,404,1435,527.29,0.08192457737321196,-0.023258309575408587,186.0
LEIGNON,54,41.25,1.53,11,3.0,0.0,5.56,0.0,300.0,LEIGNON,45,22,8,45,3.71,0.011703511053315995,-1.6955148940267601,424.0
LEMAN,90,59.265,1.32,18,2.0,0.0,2.22,0.0,0.0,LEMAN,87,26,21,87,10.31,0.03901170351105332,-1.7638661645968343,442.0
LEMBEEK,132,187.725,2.84,27,11.0,2.0,8.33,2.27,302.0,LEMBEEK,601,201,133,601,225.65,0.055916775032509754,0.02783906821597336,180.0
LENS,99,101.525,2.05,20,4.0,0.0,4.04,1.01,303.0,LENS,177,46,28,177,35.94,0.06046814044213264,-1.0621922000367625,328.0
LEOPOLDSBURG,69,87.3,2.53,14,6.0,0.0,8.7,1.45,304.0,LEOPOLDSBURG,380,220,110,380,66.35,0.021456436931079324,-0.8462404398869601,295.0
LESSINES,93,149.99,3.23,19,9.0,0.0,9.68,1.08,305.0,LESSINES,629,174,134,629,188.69,0.04291287386215865,-0.164487707025174,209.0
LEUVEN,918,887.84,1.93,189,47.0,4.0,5.12,0.87,306.0,LEUVEN,34688,13676,11375,34688,61594.79,0.4980494148244473,11.88098577982151,6.0
LEUZE,177,292.51,3.31,36,16.0,4.0,9.04,4.52,307.0,LEUZE,2087,392,409,2087,1220.94,0.055266579973992196,0.6588405870983712,120.0
LEVAL,84,51.925,1.24,18,4.0,0.0,4.76,0.0,308.0,LEVAL,138,47,33,138,14.33,0.021456436931079324,-1.5527912869418978,399.0
LIBRAMONT,216,192.44,1.78,44,9.0,2.0,4.17,2.31,309.0,LIBRAMONT,1995,905,1510,1995,767.84,0.10793237971391417,0.31108683000334736,152.0
LICHTERVELDE,265,496.625,3.75,54,20.0,6.0,7.55,4.91,310.0,LICHTERVELDE,3300,2096,2322,3300,3277.72,0.10533159947984395,1.9405831293691573,57.0
LIEDEKERKE,304,301.285,1.98,62,14.0,3.0,4.61,1.97,311.0,LIEDEKERKE,2143,727,679,2143,1291.31,0.16514954486345904,1.733364642932581,64.0
LIEGE-CARRE,477,498.265,2.09,98,24.0,0.0,5.03,0.21,312.0,LIEGE-CARRE,1371,511,349,1371,1366.24,0.22756827048114434,3.838398448088901,23.0
LIEGE-GUILLEMINS,856,874.16,2.04,175,38.0,4.0,4.44,1.05,313.0,LIEGE-GUILLEMINS,17931,12964,11376,17931,31349.13,0.3719115734720416,9.083533585214186,10.0
LIEGE-SAINT-LAMBERT,439,411.39,1.87,90,14.0,0.0,3.19,0.0,314.0,LIEGE-SAINT-LAMBERT,2840,1463,1109,2840,2336.7,0.2022106631989597,2.868030679965415,35.0
LIER,558,561.285,2.01,114,26.0,4.0,4.66,1.61,315.0,LIER,5724,2037,2092,5724,6425.59,0.1859557867360208,4.048478629149266,20.0
LIERDE,129,102.765,1.59,27,4.0,0.0,3.1,0.78,316.0,LIERDE,469,98,96,469,96.39,0.03901170351105332,-1.302591942766616,365.0
LIERS,206,74.465,0.72,43,2.0,0.0,0.97,0.0,317.0,LIERS,266,111,71,266,39.62,0.11638491547464239,-0.5206168305609409,261.0
LIERS-FAISCEAU,68,-29.25,-0.86,15,0.0,0.0,0.0,0.0,0.0,LIERS-FAISCEAU,1000,300,250,1000,-58.5,0.04811443433029909,-2.3846178159923603,524.0
LIGNY,89,51.425,1.16,20,1.0,0.0,1.12,1.12,318.0,LIGNY,159,32,24,159,16.35,0.054616384915474644,-1.8133308650525994,448.0
LILLOIS,272,270.15,1.99,55,14.0,1.0,5.15,0.74,319.0,LILLOIS,615,174,99,615,332.28,0.07932379713914174,0.6328984310773139,123.0
LIMAL,201,291.215,2.9,42,14.0,1.0,6.97,1.0,320.0,LIMAL,328,17,22,328,191.04,0.08257477243172952,0.674357382032586,118.0
LINKEBEEK,277,276.075,1.99,56,10.0,2.0,3.61,1.44,321.0,LINKEBEEK,1086,363,276,1086,599.63,0.14044213263979194,1.0695372192957335,93.0
LISSEWEGE,84,54.26,1.29,17,0.0,0.0,0.0,0.0,322.0,LISSEWEGE,207,30,51,207,22.46,0.01950585175552666,-2.409167149194591,525.0
LOBBES,97,37.59,0.78,20,1.0,0.0,1.03,0.0,323.0,LOBBES,126,38,41,126,9.47,0.036410923276983094,-2.0187339100917714,485.0
LODELINSART,93,63.775,1.37,21,2.0,0.0,2.15,1.08,324.0,LODELINSART,107,25,17,107,13.65,0.053966189856957086,-1.5883980691537205,403.0
